Mode,Name,Period,Distance,Time,Speed,Headway,Frequency,TrainBusMiles,Boardings,Alightings,DriveBoardings,WalkBoardings,DriveAlightings,WalkAlightings
      4.00,O607,pk,     20.92,     61.85,     20.29,     30.00,      2.00,    251.04,    234.20,    234.30,     25.20,    209.00,     25.23,    209.07
      4.00,O609,pk,     42.50,    118.69,     21.48,     30.00,      2.00,    510.00,    681.31,    681.29,    235.73,    445.58,    235.73,    445.56
      4.00,O612,pk,     26.20,     78.37,     20.06,     15.00,      4.00,    628.80,    472.42,    472.41,     20.19,    452.23,     20.17,    452.24
      4.00,O614,pk,     17.94,     52.50,     20.50,     30.00,      2.00,    215.28,     50.31,     50.33,      0.57,     49.74,      0.56,     49.77
      4.00,O615,pk,     15.08,     43.70,     20.70,     30.00,      2.00,    180.96,    258.63,    258.63,     23.21,    235.42,     23.18,    235.45
      4.00,O626,pk,     28.38,     76.72,     22.19,     30.00,      2.00,    340.56,    135.33,    135.41,     11.67,    123.66,     11.70,    123.71
      4.00,O627,pk,     18.58,     54.97,     20.28,     30.00,      2.00,    222.96,     84.13,     84.18,      8.37,     75.76,      8.37,     75.81
      4.00,O628,pk,     12.92,     44.00,     17.62,     30.00,      2.00,    155.04,     86.75,     86.79,     13.24,     73.51,     13.28,     73.51
      4.00,O630,pk,     48.72,     97.88,     29.87,     60.00,      1.00,    292.32,    193.53,    193.42,     16.25,    177.28,     16.23,    177.19
      4.00,O640,pk,     35.10,    110.69,     19.03,     30.00,      2.00,    421.20,    550.58,    550.49,    135.99,    414.59,    135.92,    414.57
      4.00,O667,pk,      2.75,      9.46,     17.44,     30.00,      2.00,     33.00,      0.79,      0.79,         0,      0.79,         0,      0.79
      4.00,OF605,pk,     14.18,     48.56,     17.52,     60.00,      1.00,     85.08,    128.14,    128.13,      4.48,    123.66,      4.48,    123.65
      4.00,OF618,pk,     14.04,     42.00,     20.06,     30.00,      2.00,    168.48,     74.17,     74.19,      5.72,     68.45,      5.70,     68.49
      4.00,OF620,pk,     16.66,     44.97,     22.23,     30.00,      2.00,    199.92,     84.72,     84.68,      6.22,     78.50,      6.19,     78.49
      4.00,OF638,pk,     13.40,     34.23,     23.49,     60.00,      1.00,     80.40,     13.88,     13.88,      0.10,     13.78,      0.10,     13.78
      4.00,S002,pk,      8.42,     39.15,     12.90,     15.00,      4.00,    202.08,    986.46,    986.44,    112.28,    874.18,    112.26,    874.18
      4.00,S004,pk,     23.85,     79.47,     18.01,     30.00,      2.00,    286.20,    795.46,    795.43,     35.03,    760.43,     35.01,    760.42
      4.00,S009,pk,     19.62,     72.49,     16.24,     15.00,      4.00,    470.88,   1154.64,   1154.69,     30.69,   1123.95,     30.70,   1123.99
      4.00,S017,pk,     15.42,     61.53,     15.04,     30.00,      2.00,    185.04,    536.94,    536.93,     70.64,    466.30,     70.64,    466.29
      4.00,S021,pk,     15.70,     58.29,     16.16,     15.00,      4.00,    376.80,   1293.20,   1293.12,    189.30,   1103.90,    189.25,   1103.87
      4.00,S033,pk,     12.54,     36.51,     20.61,     15.00,      4.00,    300.96,    319.59,    319.58,     14.32,    305.27,     14.33,    305.25
      4.00,S035,pk,     28.18,     87.08,     19.42,     15.00,      4.00,    676.32,    516.88,    516.89,     35.55,    481.33,     35.52,    481.37
      4.00,S039,pk,     22.92,     73.59,     18.69,     15.00,      4.00,    550.08,    740.29,    740.33,     42.61,    697.68,     42.61,    697.72
      4.00,S045,pk,     16.22,     49.81,     19.54,     15.00,      4.00,    389.28,    334.75,    334.69,     20.65,    314.10,     20.61,    314.08
      4.00,S047,pk,     25.68,     79.32,     19.43,     30.00,      2.00,    308.16,    240.61,    240.62,     10.23,    230.38,     10.22,    230.40
      4.00,S054,pk,     17.78,     54.00,     19.76,     15.00,      4.00,    426.72,    306.72,    306.69,     24.58,    282.14,     24.58,    282.11
      4.00,S062,pk,     20.26,     61.47,     19.78,     60.00,      1.00,    121.56,     46.91,     46.88,      1.13,     45.78,      1.14,     45.74
      4.00,S072,pk,     11.06,     38.76,     17.12,     30.00,      2.00,    132.72,    139.26,    139.33,      8.84,    130.42,      8.87,    130.46
      4.00,S1,pk,     21.44,     85.28,     15.08,     15.00,      4.00,    514.56,   1301.45,   1301.49,      4.43,   1297.02,      4.38,   1297.11
      4.00,S200,pk,     22.56,     85.60,     15.81,     15.00,      4.00,    541.44,   1403.32,   1403.32,     37.10,   1366.22,     37.08,   1366.24
      4.00,S201,pk,     19.42,     66.63,     17.49,     30.00,      2.00,    233.04,    117.17,    117.11,     12.60,    104.57,     12.57,    104.54
      4.00,S205,pk,     28.62,    102.19,     16.80,     15.00,      4.00,    686.88,   1704.74,   1704.72,     24.26,   1680.48,     24.28,   1680.44
      4.00,S209,pk,     28.98,     99.67,     17.45,     15.00,      4.00,    695.52,   1620.37,   1620.33,     56.05,   1564.32,     56.05,   1564.28
      4.00,S213,pk,     31.02,    111.56,     16.68,     30.00,      2.00,    372.24,    971.76,    971.79,     28.18,    943.58,     28.19,    943.60
      4.00,S217,pk,     24.42,     76.68,     19.11,     15.00,      4.00,    586.08,    623.69,    623.72,     59.45,    564.24,     59.44,    564.28
      4.00,S218,pk,     13.84,     49.15,     16.90,     30.00,      2.00,    166.08,    157.17,    157.13,      5.41,    151.76,      5.38,    151.75
      4.00,S220,pk,     33.42,    110.92,     18.08,     30.00,      2.00,    401.04,    989.52,    989.38,    134.85,    854.67,    134.80,    854.58
      4.00,S223,pk,     33.17,    119.27,     16.69,     30.00,      2.00,    398.04,    946.81,    946.70,     59.76,    887.05,     59.72,    886.98
      4.00,S227,pk,     33.90,    112.41,     18.09,     30.00,      2.00,    406.80,    320.70,    320.72,     29.40,    291.30,     29.42,    291.30
      4.00,S236,pk,     15.93,     46.30,     20.64,     30.00,      2.00,    191.16,     58.43,     58.45,      4.29,     54.14,      4.29,     54.16
      4.00,S240,pk,     24.30,     82.38,     17.70,     15.00,      4.00,    583.20,    261.27,    261.28,     10.95,    250.32,     10.95,    250.33
      4.00,S248,pk,     45.08,    153.14,     17.66,     30.00,      2.00,    540.96,    267.38,    267.49,     14.27,    253.11,     14.25,    253.24
      4.00,S31,pk,     26.50,     94.99,     16.74,     30.00,      2.00,    318.00,    217.20,    217.14,     11.47,    205.73,     11.46,    205.68
      4.00,S455,pk,     46.84,    152.49,     18.43,     30.00,      2.00,    562.08,   1296.35,   1296.25,    199.04,   1097.31,    198.99,   1097.26
      4.00,S470,pk,     39.74,    125.08,     19.06,     30.00,      2.00,    476.88,    696.32,    696.23,     69.46,    626.86,     69.39,    626.84
      4.00,S509,pk,     10.34,     36.91,     16.81,     30.00,      2.00,    124.08,     95.38,     95.42,      9.11,     86.27,      9.11,     86.31
      4.00,SF11,pk,      7.80,     30.12,     15.54,     60.00,      1.00,     46.80,     50.07,     50.09,         0,     50.07,         0,     50.09
      4.00,SF202,pk,     10.44,     37.38,     16.76,     30.00,      2.00,    125.28,     42.64,     42.61,      0.90,     41.74,      0.88,     41.73
      4.00,SF232,pk,     15.34,     50.74,     18.14,     30.00,      2.00,    184.08,     48.47,     48.41,      0.85,     47.62,      0.83,     47.58
      4.00,SF453,pk,     39.47,     75.68,     31.29,     30.00,      2.00,    473.64,     20.31,     20.30,      4.69,     15.62,      4.68,     15.62
      4.00,SF514,pk,     12.18,     44.22,     16.53,     30.00,      2.00,    146.16,     79.35,     79.33,     14.37,     64.98,     14.39,     64.94
      4.00,SF525,pk,      8.90,     31.30,     17.06,     30.00,      2.00,    106.80,     38.30,     38.31,      8.04,     30.26,      8.05,     30.26
      4.00,SF570,pk,     14.72,     43.52,     20.29,     30.00,      2.00,    176.64,     77.45,     77.44,      0.33,     77.12,      0.35,     77.09
      4.00,SF578,pk,     13.44,     40.42,     19.95,     30.00,      2.00,    161.28,     35.20,     35.15,      0.14,     35.06,      0.12,     35.03
      4.00,SF590,pk,     11.44,     39.39,     17.43,     30.00,      2.00,    137.28,     64.81,     64.81,      5.00,     59.81,      5.01,     59.80
      4.00,SF94,pk,      7.22,     21.94,     19.74,     30.00,      2.00,     86.64,     53.75,     53.70,      4.71,     49.04,      4.69,     49.01
      4.00,M805_Santaquin,pk,     61.64,    110.05,     33.61,     40.00,      1.50,    554.76,    453.83,    453.84,    235.08,    218.75,    235.08,    218.76
      4.00,M806_EglMtn,pk,     27.94,     67.73,     24.75,     45.00,      1.33,    223.52,    308.82,    308.80,    106.31,    202.51,    106.30,    202.50
      4.00,M807_NoCnty,pk,     22.21,     65.02,     20.50,     40.00,      1.50,    199.89,    578.63,    578.63,    212.85,    365.78,    212.87,    365.76
      4.00,M822_Psn,pk,     54.34,    148.09,     22.02,     60.00,      1.00,    326.04,    452.89,    452.88,    113.03,    339.86,    113.02,    339.86
      4.00,MF809,pk,     21.39,     64.92,     19.77,     30.00,      2.00,    256.68,     56.37,     56.34,      7.33,     49.04,      7.32,     49.02
      4.00,O606,pk,      4.96,     13.82,     21.53,    360.00,      0.17,      4.96,      0.01,      0.01,         0,      0.01,         0,      0.01
      4.00,S513,pk,     32.36,    110.76,     17.53,     30.00,      2.00,    388.32,    195.69,    195.79,     24.55,    171.14,     24.59,    171.20
      4.00,S551,pk,     15.23,     44.32,     20.62,     30.00,      2.00,    182.76,     26.25,     26.25,      6.39,     19.86,      6.39,     19.86
      4.00,M821_5YR2023,ok,     37.33,     95.77,     23.39,     30.00,      2.00,    746.60,    174.02,    174.05,     19.87,    154.15,     19.86,    154.19
      4.00,M823_5RY2023,ok,     19.12,     60.44,     18.98,     30.00,      2.00,    382.40,    179.93,    179.95,     10.91,    169.02,     10.93,    169.02
      4.00,M831_WPr,ok,     23.68,     84.57,     16.80,     30.00,      2.00,    473.60,    311.42,    311.44,     10.54,    300.88,     10.51,    300.93
      4.00,M833_CntPr,ok,      9.75,     30.24,     19.35,     60.00,      1.00,     97.50,     38.33,     38.32,      1.35,     36.98,      1.36,     36.96
      4.00,M834_EstPr,ok,     25.64,     84.76,     18.15,     30.00,      2.00,    512.80,    223.52,    223.56,      7.59,    215.93,      7.61,    215.95
      4.00,M841_UVU,ok,      5.32,     20.63,     15.47,     30.00,      2.00,    106.40,     31.26,     31.26,      0.91,     30.35,      0.91,     30.35
      4.00,M850_StateStree,ok,     45.58,    161.87,     16.90,     15.00,      4.00,   1823.20,   1249.01,   1249.07,     92.02,   1156.99,     92.05,   1157.02
      4.00,M862_Orem,ok,     28.28,    100.60,     16.87,     30.00,      2.00,    565.60,    176.37,    176.33,      9.11,    167.26,      9.12,    167.21
      4.00,M864_Thanksgivi,ok,      7.25,     26.25,     16.57,     30.00,      2.00,    145.00,     49.85,     49.85,      3.69,     46.16,      3.67,     46.18
      4.00,M871_SLtoUtahCn,ok,     26.46,     80.12,     19.82,     60.00,      1.00,    264.60,     27.04,     27.00,      1.87,     25.17,      1.86,     25.14
      4.00,O600,ok,     46.04,    159.75,     17.29,     15.00,      4.00,   1841.60,    671.22,    671.14,     40.11,    631.11,     40.08,    631.06
      4.00,O601,ok,      3.70,     17.95,     12.37,     20.00,      3.00,    111.00,     12.79,     12.78,      0.29,     12.50,      0.29,     12.49
      4.00,O604,ok,     14.00,     47.43,     17.71,     30.00,      2.00,    280.00,     52.82,     52.81,      8.06,     44.76,      8.06,     44.75
      4.00,O607,ok,     20.92,     67.09,     18.71,     30.00,      2.00,    418.40,    164.43,    164.37,     12.89,    151.54,     12.90,    151.47
      4.00,O609,ok,     42.50,    135.11,     18.87,     30.00,      2.00,    850.00,    151.65,    151.71,     19.21,    132.44,     19.20,    132.51
      4.00,O612,ok,     26.20,     84.23,     18.66,     15.00,      4.00,   1048.00,    602.22,    602.21,     20.23,    581.99,     20.22,    581.99
      4.00,O614,ok,     17.94,     56.13,     19.18,     30.00,      2.00,    358.80,     77.18,     77.11,      0.97,     76.21,      0.97,     76.14
      4.00,O615,ok,     15.08,     45.88,     19.72,     30.00,      2.00,    301.60,     80.23,     80.28,      5.47,     74.76,      5.51,     74.77
      4.00,O626,ok,     28.38,     82.98,     20.52,     30.00,      2.00,    567.60,    109.16,    109.10,      7.99,    101.17,      7.96,    101.14
      4.00,O627,ok,     18.58,     60.02,     18.57,     30.00,      2.00,    371.60,     81.04,     81.03,      4.84,     76.20,      4.83,     76.20
      4.00,O628,ok,     12.92,     47.58,     16.29,     30.00,      2.00,    258.40,     81.59,     81.65,      9.12,     72.47,      9.12,     72.53
      4.00,O630,ok,     48.72,    108.36,     26.98,     60.00,      1.00,    487.20,    178.91,    178.86,      9.32,    169.59,      9.31,    169.55
      4.00,O640,ok,     35.10,    118.95,     17.70,     30.00,      2.00,    702.00,    168.72,    168.77,     11.59,    157.13,     11.62,    157.15
      4.00,O667,ok,      2.75,      9.93,     16.62,     30.00,      2.00,     55.00,      1.52,      1.50,      0.01,      1.51,      0.01,      1.49
      4.00,OF605,ok,     14.18,     52.37,     16.25,     60.00,      1.00,    141.80,     61.16,     61.14,      3.12,     58.04,      3.13,     58.01
      4.00,OF618,ok,     14.04,     45.02,     18.71,     30.00,      2.00,    280.80,     84.84,     84.82,      4.84,     80.00,      4.82,     80.00
      4.00,OF620,ok,     16.66,     48.56,     20.58,     30.00,      2.00,    333.20,     76.65,     76.60,      6.43,     70.22,      6.40,     70.20
      4.00,OF638,ok,     13.40,     37.45,     21.47,     60.00,      1.00,    134.00,     24.94,     24.90,      0.18,     24.76,      0.16,     24.74
      4.00,S002,ok,      8.42,     39.19,     12.89,     15.00,      4.00,    336.80,   1055.03,   1054.97,     52.15,   1002.88,     52.13,   1002.84
      4.00,S004,ok,     23.85,     85.20,     16.80,     30.00,      2.00,    477.00,    703.12,    703.12,     12.41,    690.71,     12.44,    690.68
      4.00,S009,ok,     19.62,     73.38,     16.04,     15.00,      4.00,    784.80,    836.62,    836.62,      6.02,    830.60,      6.02,    830.60
      4.00,S017,ok,     15.42,     61.75,     14.98,     30.00,      2.00,    308.40,    289.55,    289.52,     20.20,    269.35,     20.17,    269.35
      4.00,S021,ok,     15.70,     57.33,     16.43,     15.00,      4.00,    628.00,   1037.54,   1037.52,     75.27,    962.27,     75.24,    962.28
      4.00,S033,ok,     12.54,     39.88,     18.87,     15.00,      4.00,    501.60,    425.50,    425.42,     18.54,    406.96,     18.48,    406.94
      4.00,S035,ok,     28.18,     93.59,     18.07,     15.00,      4.00,   1127.20,    533.67,    533.66,     27.48,    506.19,     27.47,    506.19
      4.00,S039,ok,     22.92,     79.53,     17.29,     15.00,      4.00,    916.80,    685.31,    685.37,     20.11,    665.20,     20.12,    665.25
      4.00,S045,ok,     16.22,     53.68,     18.13,     15.00,      4.00,    648.80,    325.79,    325.72,     19.00,    306.79,     19.03,    306.69
      4.00,S047,ok,     25.68,     85.13,     18.10,     30.00,      2.00,    513.60,    183.17,    183.12,      1.98,    181.19,      1.95,    181.17
      4.00,S054,ok,     17.78,     57.20,     18.65,     15.00,      4.00,    711.20,    290.86,    290.76,     16.91,    273.95,     16.87,    273.89
      4.00,S062,ok,     20.26,     64.19,     18.94,     60.00,      1.00,    202.60,     54.89,     54.86,      1.67,     53.22,      1.67,     53.19
      4.00,S072,ok,     11.06,     42.16,     15.74,     30.00,      2.00,    221.20,    164.28,    164.35,      8.50,    155.78,      8.53,    155.82
      4.00,S1,ok,     21.44,     89.10,     14.44,     15.00,      4.00,    857.60,   1494.72,   1494.66,      3.91,   1490.81,      3.85,   1490.81
      4.00,S200,ok,     22.56,     93.54,     14.47,     15.00,      4.00,    902.40,   1774.46,   1774.44,     20.78,   1753.68,     20.76,   1753.68
      4.00,S201,ok,     19.42,     70.92,     16.43,     60.00,      1.00,    194.20,     56.11,     56.05,      5.09,     51.02,      5.07,     50.98
      4.00,S205,ok,     28.62,    108.68,     15.80,     15.00,      4.00,   1144.80,   2215.09,   2215.00,     17.23,   2197.86,     17.20,   2197.80
      4.00,S209,ok,     28.98,    105.13,     16.54,     15.00,      4.00,   1159.20,   2051.09,   2051.02,     39.21,   2011.88,     39.16,   2011.86
      4.00,S213,ok,     31.02,    114.95,     16.19,     30.00,      2.00,    620.40,    569.06,    569.02,      6.35,    562.71,      6.34,    562.68
      4.00,S217,ok,     24.42,     81.41,     18.00,     15.00,      4.00,    976.80,    513.77,    513.79,     23.00,    490.77,     22.98,    490.81
      4.00,S218,ok,     13.84,     51.58,     16.10,     30.00,      2.00,    276.80,     86.84,     86.87,      5.78,     81.06,      5.81,     81.06
      4.00,S220,ok,     33.42,    118.02,     16.99,     30.00,      2.00,    668.40,    864.21,    864.12,     61.86,    802.35,     61.82,    802.30
      4.00,S223,ok,     33.17,    117.68,     16.91,     30.00,      2.00,    663.40,    683.80,    683.77,     27.52,    656.28,     27.49,    656.28
      4.00,S227,ok,     33.90,    119.34,     17.04,     30.00,      2.00,    678.00,    213.59,    213.58,      9.23,    204.36,      9.21,    204.37
      4.00,S236,ok,     15.93,     45.15,     21.17,     30.00,      2.00,    318.60,     71.90,     71.89,      6.05,     65.85,      6.02,     65.87
      4.00,S240,ok,     24.30,     85.81,     16.99,     15.00,      4.00,    972.00,    242.81,    242.77,      9.23,    233.58,      9.19,    233.58
      4.00,S248,ok,     45.08,    154.94,     17.46,     30.00,      2.00,    901.60,    250.90,    250.91,     12.14,    238.76,     12.11,    238.80
      4.00,S31,ok,     26.50,     98.53,     16.14,     30.00,      2.00,    530.00,    247.37,    247.30,      7.78,    239.59,      7.76,    239.54
      4.00,S455,ok,     46.84,    158.47,     17.73,     30.00,      2.00,    936.80,    932.88,    932.91,     79.57,    853.31,     79.56,    853.35
      4.00,S470,ok,     39.74,    134.55,     17.72,     30.00,      2.00,    794.80,    779.99,    779.94,     35.23,    744.76,     35.24,    744.70
      4.00,S509,ok,     10.34,     39.31,     15.78,     30.00,      2.00,    206.80,    153.54,    153.54,      9.04,    144.50,      9.03,    144.51
      4.00,SF11,ok,      7.80,     28.63,     16.35,     60.00,      1.00,     78.00,     41.15,     41.15,         0,     41.15,         0,     41.15
      4.00,SF202,ok,     10.44,     39.22,     15.97,     30.00,      2.00,    208.80,     58.97,     59.00,      1.68,     57.29,      1.68,     57.32
      4.00,SF232,ok,     15.34,     50.79,     18.12,     30.00,      2.00,    306.80,     68.14,     68.17,      1.67,     66.47,      1.68,     66.49
      4.00,SF453,ok,     39.47,     91.29,     25.94,     60.00,      1.00,    394.70,      5.78,      5.78,      3.01,      2.77,      3.00,      2.78
      4.00,SF514,ok,     12.18,     48.13,     15.18,     30.00,      2.00,    243.60,     94.54,     94.54,     14.98,     79.56,     14.95,     79.59
      4.00,SF525,ok,      8.90,     32.80,     16.28,     30.00,      2.00,    178.00,     56.70,     56.70,      8.31,     48.39,      8.30,     48.40
      4.00,SF570,ok,     14.72,     46.97,     18.80,     30.00,      2.00,    294.40,     77.36,     77.33,      0.51,     76.85,      0.48,     76.85
      4.00,SF578,ok,     13.44,     43.76,     18.43,     30.00,      2.00,    268.80,     31.84,     31.83,      0.24,     31.60,      0.23,     31.60
      4.00,SF590,ok,     11.44,     42.49,     16.15,     30.00,      2.00,    228.80,     64.33,     64.37,      4.39,     59.94,      4.41,     59.96
      4.00,SF94,ok,      7.22,     24.12,     17.96,     30.00,      2.00,    144.40,     49.90,     49.89,      2.95,     46.95,      2.93,     46.96
      5.00,BRT56_R,pk,     52.52,    155.10,     20.32,     15.00,      4.00,   1260.48,   2691.91,   2691.92,    683.75,   2008.16,    683.74,   2008.18
      5.00,MidValCon,pk,     13.36,     38.41,     20.87,     15.00,      4.00,    320.64,    983.36,    983.41,    189.35,    794.01,    189.34,    794.07
      5.00,BRT56_R,ok,     52.52,    163.52,     19.27,     15.00,      4.00,   2100.80,   2836.61,   2836.65,    455.59,   2381.02,    455.56,   2381.09
      5.00,MidValCon,ok,     13.36,     40.65,     19.72,     15.00,      4.00,    534.40,    539.40,    539.40,     24.99,    514.41,     24.98,    514.42
      6.00,S451X,pk,     21.64,     38.20,     33.99,     30.00,      2.00,    259.68,      0.79,      0.80,         0,      0.79,         0,      0.80
      6.00,S472X,pk,     34.39,     66.87,     30.86,     30.00,      2.00,    412.68,     56.59,     56.60,         0,     56.59,         0,     56.60
      6.00,S473X,pk,     42.74,    109.25,     23.47,     30.00,      2.00,    512.88,    498.37,    498.39,    296.08,    202.29,    296.09,    202.30
      7.00,Blue,pk,     38.08,    103.36,     22.11,     15.00,      4.00,    913.92,   5139.40,   5139.43,   1017.95,   4121.45,   1017.94,   4121.49
      7.00,Green,pk,     28.64,     93.54,     18.37,     15.00,      4.00,    687.36,   4635.95,   4636.01,    388.28,   4247.67,    388.33,   4247.68
      7.00,Red,pk,     47.22,    120.72,     23.47,     15.00,      4.00,   1133.28,  12656.73,  12656.75,   3160.94,   9495.79,   3160.95,   9495.80
      7.00,Sline,pk,      4.02,     20.58,     11.72,     15.00,      4.00,     96.48,    306.82,    306.82,      7.43,    299.39,      7.42,    299.40
      7.00,Blue,ok,     38.08,    103.36,     22.11,     15.00,      4.00,   1523.20,   6166.55,   6166.57,    910.66,   5255.89,    910.65,   5255.92
      7.00,Green,ok,     28.64,     93.54,     18.37,     15.00,      4.00,   1145.60,   6825.92,   6825.89,    480.18,   6345.74,    480.16,   6345.73
      7.00,Red,ok,     47.22,    120.72,     23.47,     15.00,      4.00,   1888.80,   9035.30,   9035.28,   1101.45,   7933.85,   1101.43,   7933.85
      7.00,Sline,ok,      4.02,     20.58,     11.72,     15.00,      4.00,    160.80,    452.36,    452.39,      6.70,    445.66,      6.70,    445.69
      8.00,RCRT_OGPN,pk,    162.16,    245.34,     39.66,     30.00,      2.00,   1945.92,   8954.23,   8954.27,   5385.56,   3568.67,   5385.58,   3568.69
      8.00,RCRT_OGPN,ok,    162.16,    245.34,     39.66,     60.00,      1.00,   1621.60,   4618.70,   4618.68,   2143.63,   2475.07,   2143.60,   2475.08
      9.00,630X,pk,      9.86,     40.51,     14.60,     10.00,      6.00,    354.96,   1331.28,   1331.28,    518.29,    812.99,    518.29,    812.99
      9.00,M830X_ARPT,pk,     11.28,     27.28,     24.81,     30.00,      2.00,    135.36,     15.03,     15.04,      2.25,     12.78,      2.25,     12.79
      9.00,UVX,pk,     22.92,     79.21,     17.36,      6.00,     10.00,   1375.20,   7199.44,   7199.41,   1111.16,   6088.28,   1111.14,   6088.27
      9.00,630X,ok,      9.86,     43.11,     13.72,     10.00,      6.00,    591.60,    658.12,    658.13,     28.37,    629.75,     28.38,    629.75
      9.00,M830X_ARPT,ok,     11.28,     29.37,     23.04,     30.00,      2.00,    225.60,     30.80,     30.83,      1.57,     29.23,      1.57,     29.26
      9.00,UVX,ok,     22.92,     83.73,     16.42,     10.00,      6.00,   1375.20,   3378.13,   3378.11,     93.20,   3284.93,     93.19,   3284.92
